Issue	IssueText
0	แต่
0	ขอสรุปสักครู่นะคะ
0	จะแจ้งรายละเอียดให้ทราบค่ะ
0	ได้ค่ะ
0	คุณมิ้วค์ฝากแจ้งตามนี้นะคะ
0	มีความคืบหน้าจะแจ้งให้ทราบอีกที
0	สอบถามคะ
0	ยังนะคะ
0	ขอบคุณครับผม
0	อันนี้คือรายการ
0	และมิ้วค์ว่าเราต้องป้องกันกรณีนี้ด้วยค่ะ
0	หรือให้
0	ครับผม
0	555
0	ขอบคุณค่ะ
0	ผลการทดสอบคะ
0	คุณดาคะ
0	รับทราบค่ะ
0	รับทราบค่ะ
0	กำลังตรวจสอบครับ
0	ติดนะคะ
0	ได้ละคะ
0	อ่อ
0	ตอนนี้
0	ขอบคุนคร้าบ
0	อันนี้มิ้วค์ลองมันได้ปกติค่ะ
0	เดี๋ยวผมบอกพี่เจ๋งอีกทีครับ
0	presales
0	Drawing
0	รายการของคุณตุลย์
0	ไม่ได้มีการ
0	คงต้องตรวจสอบกับทาง
0	ตุลย์ลองเช็คกะaeนะ
0	เป็นของพี่เกี้ยครับ
0	แต่ว่าเมื่อวาน
0	ลองรีเฟรชหน้าใหม่ดูค่ะ
0	approve
0	มิ้วเข้าได้ปกตินะ
0	ลอง
0	มาแล้วครับบ
0	หน่วงๆหน่อยนะครับ
0	อ่อ
0	+1
0	(+)(1)
0	กำลังตรวจสอบครั
0	กำลังตรวจสอบครับ
0	ตอนนี้ใช้งานได้ตามปกติแล้วค่ะ
0	ขออภัยในความไม่สะดวกค่ะ
0	เกิดจากไรเหรอพี่มิลค์
0	ไม่อ่ะ
0	ได้มั้ยครับบ
0	ลองอีกครั้งได้เลยครับ
0	เข้าได้ละครับ
0	ได้แล้วครับบ
0	ขอบคุณมากครับ
0	จะมอนิเตอร์ให้เป็นระยะนะ
0	นิค
0	ส่งงานตั้ง
0	Cancel
0	ถ้าพี่
0	ระบบจะ
0	คุณดาคะ
0	ok
0	พี่พิเชษฐ์
0	@พิเชษฐ์
0	พี่มิลค์ๆ
0	Update
0	Request_approver
0	ใส่นะะ
0	ไม่ๆตอนแรกเป็น
0	อ้อออ
0	เช็ดดด
0	เยอะมาก
0	555555
0	กำแล้ว
0	เทอทำไปกี่รายการ
0	เอ่อ
0	Where
0	ว้าว
0	เยส
0	มีกี่รายการ
0	10+
0	น้อย
0	ตกใจหมดเลย
0	555
0	อิอิ
0	ปรับเอา
0	เดี๋ยวงานก็เข้าแล้ว
0	หมายถึงว่า
0	นิคไม่ได้เอาคอมมาาา
0	อยู่
0	อ่ะ
0	เดี๋ยวทำให้
0	เดะตอนบ่ายง่า
0	กราบ
0	อัพเดทให้แล้ว
0	ขอบคุณค้าบบบ
0	อันนี้
0	ใน
0	แปป
0	ใช้ลิ้งนี้
0	Recap
0	กับ
0	ในเมลล์
0	ของวันไหนง่ะ
0	ช่วงนี้
0	กราบ
0	เฉพาะlot4
0	TCRY
0	ถ้า
0	หรือว่า
0	หมายถึง
0	Production
0	ก็ตามปกติ
0	อ่าเค
0	หลักๆ
0	เพราะ
0	ช่วงนี้
0	อ่า
0	มีคำถาม
0	เพราะเวลานำขึ้นเรายกทั้งก้อน
0	delegate
0	แต่ผูกรวมกับ
0	ใช่
0	อ้อ
0	delegate
0	อันนี้ลองเล่น
0	tckk_dept
0	ตั้งแต่วันที่
0	แต่ทำก่อนหน้า
0	เทอค่ะ
0	หยังก้ะ
0	delegate
0	เทอต้องขอ
0	ไม่ๆ
0	อันนี้ลองเล่นใน
0	มันไม่ทำย้อนหลังให้เธอ
0	สร้าง
0	ML
0	แล้วก็ลอง
0	ผ่าน
0	แต่
0	เธอ
0	ก่อน
0	อะไรก่อนนะ
0	delegate
0	หรือวา่
0	อ่ะเค
0	ได้แล้ววว
0	delegate
0	dimension
0	ใช่ๆ
0	แต่เอกสารเก่าจะไม่ขึ้นแล้วนะ
0	ลองแปป
0	เคสที่เจอคือ
0	อันนี้ลองละ
0	เคส
0	แต่ถ้าอันเก่า
0	อันเก่าหมายถึงยังไง
0	ที่เคยสร้างแล้วใช่ปะ
0	ต้องลองเล่นใหม่
0	งั้นมีคำถามว่า
0	ถ้า
0	หรือต้อง
0	แต่ถ้าตัวใหม่
0	คือที่คุยกันถ้าเป็นเคส
0	ถ้าเป็น
0	เฉพาะตัวใหม่หลังจาก
0	อ้อ
0	อันนี้
0	ที่
0	อันนั้นมันมาจาก
0	อ้อ
0	ถ้าจะทดสอบตามที่
0	โอเค
0	ขึ้นแล้ว
0	งัน
0	dimension
0	delegate
0	ผ่านครับ
0	นิค
0	@Dadah
0	เอาขึ้นเลยมิ
0	อันนี้คือไฟล์ที่
0	น่าจะใช่
0	ของ
0	นิคเทสให้แล้นน
0	อ่ะเค
0	ได้แล้วนะ
0	ลองใหม่ครับพี่ยีน
0	กำลัง
0	นิค
0	ขึ้นเลยครับ
0	ไม่กระทบเรื่องอื่นนะคะ:)))
0	จะทำการ
0	รบกวนแจ้ง
0	ขอบคุณค่ะ
0	ดำเนินการ
0	natchaut
0	เดี๋ยวส่ง
0	692
0	1g7kf2
0	แปปนะพี่
0	เน็ตช้าง่าาา
0	เน็ตที่พี่ปะ?
0	ช่าย
0	ลองทำใหม่เลยครับ
0	เสร้จละ
0	เคคค่ะ
0	ยัง*
0	มีในระบบน้าา
0	มันเคยมีสร้างแล้วนะ
0	TCS-29082-6202-005
0	แปลกก
0	@พิเชษฐ์
0	มาแล้ว
0	ยังไม่มาค่ะ
0	@พิเชษฐ์
0	k
0	จัดหัย
0	เบื้องต้น
0	พอให้พรีเซลคำนวน
0	เหลือ
0	สวัสดีวันจันทร์คะ
0	อันนี้จะคำนวณทีละ
0	ถ้าใส่จาก
0	แต่เวลากดคำนวฯฝณ
0	ก็จะคำนวณครั้งละ
0	งั้นก็คือได้แค่ครั้งละ
0	น้องดิษขอไฟล์หน่อยไดมั้ยคะ
0	คุณดาคะ
0	คสนี้ต้องรบกวนให้ขอใหม่ค่ะ
0	สาเหตุที่
0	@Oak
0	และีไฟล์ตับแนบกลับมาในระบบ
0	แต่เนื่องจาก
0	ให้สร้าง
0	ทาง
0	สร้างแค่
0	อันนี้หมายถึงอะไรคะ
0	รบกวนคุณมิ้วส่งเข้าห้องตัดบางปูให้หน่อยได้มั้ยเอ่ยยย
0	โอเคขอบคุณคะ
0	เบื้องต้นเดี่ยวคุณมิ้วปรับให้เข้าห้องตัดบางปูให้ก่อน
0	หากดำเนินการเรียบร้อยแล้วจะแจ้งให้ทราบค่ะ
0	แต่อาจจะเจอเคสติดมาบ้างสำหรับงานตัวเก่าๆก่อนปรับฟังก์ชั่นการขอกล่องตัวอย่างอะคะ
0	ขอบคุณมากครับพี่ดา
0	หากดำเนินการเรียบร้อยแล้วจะแจ้งให้ทราบค่ะ
0	ตอนนี้ห้องตัดมองเห็นงานแล้วนะคะ
0	ขอบคุณคะ
0	เดี๋ยวมิ้วค์เช็คข้อมูลที่มีลักษณะนี้ให้
0	แล้วจะดำเนินการอัพเดทห้องตัดให้ค่ะ
0	น่าร๊ากกกที่ซู๊ดดด
0	เรียนสอบถาม
0	pdf.
0	pdf
0	ตัวเล็กเฉพาะช่องนี้ได้มั้ยเอ่ย
0	เดี๋ยวลองทดสอบให้นะคะ
0	ประมาณนี้พอจะได้มั้ยคะ
0	ok
0	งั้นอันนี้
0	ใช่คะ
0	อันนี้ที่ลองทดสอบบน
0	เริ่ดคะ
0	จะลองทดสอบบน
0	ทางมิ้วค์จะได้ดำเนินการขึ้นให้ก่อน
0	@۞
0	ได้ครับ
0	เคคะ
0	ขึ้นแล้นฝากแจ้งนะคะ
0	รับทราบค่ะ
0	เดี่ยวนำขึ้นละแต้งให้ทราบอีกครั้งนะคะ
0	ตอนนี้นำเรื่อง
0	สามารถทดสอบได้แล้วค่ะ
0	อันนี้
0	ส่งใหม่อีกรอบครับ
0	Hello
0	เอ่อ
0	แก้แล้วครับนิคลืมตั้ง
0	ถาวรเลยใช่ไหมครับ
0	ไม่ต้องให้นิค
0	เยสสส
0	เคค่ะ
0	@Dadah
0	ปล
0	มันโหลดมานานแล้วฮะ
0	ไม่กล้ากด
0	ขอไฟล์หน่อยคร๊าบบบ
1	มีปัญหา
0	ขอเมล์พี่ดาหน่อยครับบบบ
0	dararaam@scg.com
0	ส่งแล้วครับบบ
0	ไฟล์ใหม่ครับบบ
0	ไฟล์ที่อีเมลล์นะคะ
0	รับทราบค่ะ
0	ขอเช็คก่อนนะ
0	รายการนี้ทางน้องปลาไม่ได้ครับ
0	ต้องใช้กล่องด่วนครับผม
0	น่าจะมาจากการลากลงมาเลยทำให้
0	รบกวนแจ้ง
0	เช็คให้อยู่นะ
0	ตุลย์อันนี้เป็นrequest
0	ตอนนี้เหมือนจะมี
0	ฝากดูให้อีกทีค้าบ
0	แต่ผมขอนอกรอบไปแล้วครับ
0	ใช้ใบ
1	เซลว่าห้องตัดก็ไม่เห็น
0	อันนี้เขา
0	ห้องตัดเหรอคะ
0	ห้องตัดsubmitไปแล้วววนิ
0	เมื่อวานบ่ายสาม
0	อ่า
0	ตอนนี้ให้ตัดเพิ่มแล้วครับ
0	แจ้งเพื่อทราบ
0	3249-337-00
0	เข้ามาในข้อมูล
0	กรณี
0	ถ้างานไม่ผ่าน
0	เพื่อทราบ
0	@สมศักดิ์
0	เบื้องทาง
0	PC
0	น้องวิว
0	ต้องส่งใบเปลี่ยนแปลงอีกครั้งนะครับ
0	อย่าทำเปลี่ยนแปลง
0	เบื้องต้นวิวทำเอกสารปป.แล้วอีกครั้งค่ะ
0	ok
0	พี่ทรแจ้งว่าใครส่งมาหลัง
0	ข้อมูลถึงจะมาวางแผน
0	หรือหาช่องทางแจ้งพี่อาทรโดยตรง
0	ตัวนี้สร้างสักพักแล้วเป่าคะ
0	ยังไงนะคะ?
0	พอดีช่วงก่อนมี
0	อ่ออ
0	ขออภัยในความไม่สะดวกคะ
0	จะแก้ไขอะไร
0	อย่างงี้ก็ต้อง
0	หรือถ้าจะเปลี่ยนแปลงระบบ
0	เพื่อความมั่นใจ
0	นิคจ๋า
0	เอกสารอนุมัติราคา
0	ปลดได้มั้ยเหรอคะ
0	จะได้
0	ยกตัวอย่างสิ่งที่จะเกิดหลังปลดกรณีนี้นะคะ
0	ว่าเกิดจากอะไรครับ
0	พึ่งดึงมาทำเปลี่ยนแปลง
0	เข้าใจว่าก่อนแก้
0	อันนี้กดใหม่อีกรอบมั้ยคะ
0	สักครู่นะคะ
0	ว่าเค้ากดเปลี่ยนหรือระบบtrick
0	ดีเลยครับพี่ดา
0	ทั้ง
0	เอ่อ
0	เพราะถ้าจากรูปที่ส่งมามี
0	ใช่จากรูปที่ส่งมามั้ยคะ
0	กรณีแบบนี้
0	จะต้องคีย์
0	ไงดี
0	ให้
0	เพราะเป็นที่
0	ลองเช็คตรง
0	ขอ
0	มันไปคนทำเลย
0	กล่องตัวอย่าง
0	ขอไป
0	@Dadah
0	คือเข้าใจว่าใช้ลากตากcellลงมา
0	โอเคครับบบบ
0	ไม่แน่ใจว่า
0	น่าจะได้แล้ว
0	แต่ว่าน่าจะวิ่งคนละสายกันไหมครัน
0	ขอตัวอย่าง
0	หมายถึง
0	เลยไม่แน่ใจกระเป๋ากลางคืออะไรเอ่ย
0	หมายถึง
0	อ่อ
0	เข้าใจว่างั้นเหมียนกัน
0	อะเครค้าบบ
0	แต่ดูจากเวลาก็คิดว่าไม่น่า
0	ได้ครับผม
0	ลองเคลียร์แคชอีกครั้งคะ
0	เดิมโรงงานใครเป็นคนเซ็นต์
0	เกรดกระดาษ
0	อันนี้บน
0	ที่prodคะ
0	เซลแจ้งมา
0	ส่งให้ก่อนเดี่ยวลืม
0	อ่อค่ะ
0	ให้
0	เพราะเป็นที่
0	ฝากดูให้ต่อหน่อยนะคะ
0	quotation
0	อันเดียวกันค่ะ
0	คือทางมิ้วค์นำขึ้น
0	เพราะมิ้วค์ก็ลืมแจ้งด้วย
0	อะเครคะ
0	ได้ค่ะ
0	มิ้วค์นำขึ้น
0	พี่ตั๋น
0	ฝากเคสนี้หน่อยนะคะ
0	ขอรายละเเอียดเพิ่มเติมได้มั้ยคะ
0	ว่าเลข
0	หรือ
0	ยังติดไม่มีคน
0	เช่น
0	เคสนี้ด้วยคะ
0	มีผลกับการเปิด
0	ได้ละค๊าหน.ผลิต
0	ให้ssเช็คอยู่นะคะ
0	อันนี้กด
0	กดแล้วครับ
0	ขอตรวจสอบสักครู่ค่ะ
0	เจอเหมือนกันเลยยยยค่า
0	เจอสามคนเลยยย
0	case
0	มิ้วค์กำลังตรวจสอบอยู่
0	เป็นไงบ้างอะคะ
0	เดี๋ยวมิ้วค์นำขึ้นให้ทดสอบบน
0	รบกวนทดสอบบน
0	172.26.64.104:8088/PSM
0	อันนี้ที่เครื่องไหนคะ
0	172.26.64.104:8088/PSM
0	สักครู่นะคะ
0	หรือช้าเพราะเป็นเครื่องนี้รึเปล่า
0	อันนี้ทดสอบเรื่องอะไรคะ
0	คุณมิ้วให้ดาทดสอบเรื่องที่คุณกิ้วแจ้งไม่ใช่เหรอคะ
0	ก็เรืองนี้คะ
0	มีในระบบแล้วนะครับ
0	ลองรีเฟรชดูนะคะ
0	คือดารีเฟรสแล้ว
0	เคลียร์แคชแล้ว
0	ตอนนี้ก็ยังไม่ได้หรอค่ะ
0	หรือคุณมิ้วพึ่งปรับเพิ่ม
0	มิ้วปรับเวอร์ชั่นของแคชอ่ะค่ะ
0	มันเลยบันทึกได้แล้ว
0	คุณดาพอจะส่งมาเป็นคลิปได้มั้ยคะ
0	คือได้แล้วเป่าคะ
0	มันจะไปเชื่อมกับเคสที่ว่าไม่ระบุ
0	เดิมมันก็โอเคอยู่แล้วนะคะ
0	ไม่ได้เพิ่มหรือแก้ไขเลยย
0	โอเครค่ะ
0	ถ้าอย่างนั้นคุณดาลองทดสอบใหม่
0	ได้อยู่น้าาาา
0	ตรวจสอบให้อยู่นะคะ
0	ตรวจสอบให้อยู่นะคะ
0	มันหน่วงๆค่ะ
0	เคสเมื่อวานทาง
0	เอาขึ้นให้เทสแล้วเมื่อเช้าแต่ยังติดอยู่
0	ถ้าได้แล้วจะรีบแจ้งตรวจสอบซักครู่ค่ะ
0	ฝากเช็คให้หน่อยคะ
0	ตัว
0	เคสคุณกิ้วทดสอบแล้วคะ
0	Pcก่อนกะลังขอคะ
0	0510-6206-019
0	0510-6206-019
0	อันนี้เปนเอกสารที่ทำปป.ค่ะ
0	อีกรายการนึง
0	เซลว่าเป็นเหมือนกัน
0	คุณดาคะ
1	เคสเปลี่ยนแปลงหายคะ
0	คุณดาคะ
0	เข้าไปหาที่
0	17,019
0	เคสนี้ขึ้นเมื่อไหร่กันดีคะ
0	เดี๋ยวนำขึ้นให้ค่ะคุณดา
0	คืนนี้ได้ไหมคะ
0	ok
0	ทาง
0	งาน
0	ฝากดูให้หน่อยครับ
0	เหมือนพี่ดาด้า
0	ถ้ายังฝากด้วยนะครับ
0	ได้รึยังครับ
0	หรือ
0	นิคอยู่อินโดยังไม่สะดวกเลยครับ
0	@Kittinun
0	พี่ฟิววว
1	@Fuse
0	โหลดไฟล์ไม่ขึ้นเหรอพี่
0	พี่เลือก
0	หรือ
0	ใส่สีไปก่อนก็ได้ครับแล้ว
0	ช่าย
0	เมื่อคืนนำเคสของคุณกิ๊วขึ้น
0	Lot
0	Done
0	ทำละค่ะ
0	ขอตรวจสอบเพิ่มเติมก่อนส่งค่ะคุณดา
0	@Dadah
0	นานหลายวันแล้วค่ะ
0	ขออภัยในความไม่สะดวกครับ
0	ขอบคุณมากอีกครั้งที่ตอบรับค่ะ
0	ใช่ค่ะ
0	ลองกดเช็คอีกรอบครับ
0	เรื่องอะไรคะคุณดา
0	เรื่องที่แก้ไปอะคะ
0	ขอทราบ
0	ให้คะแนนเต็มที่
0	งงด้วยยย
0	ขอตรวจสอบสัดครู่นะคะ
0	สัก**
1	มีการ
0	แปปนะ
0	กำลังตรวจสอบครับ
0	ใน
0	@Dadah
0	Tomcat
0	กำลังตรวจสอบนะฮะ
0	แต่แปลกใจทำไม
0	หะ
0	โดน
0	แบบ
0	Mcafee
0	มิทราบเลยจ้าาา
0	ตอนนี้
0	เข้าได้ค่ะ
0	ขออนุญาตลองเรื่อง
0	User:
0	เข้าได้แล้วนะคะ
0	เคส
0	งง
0	เข้าได้แล้วนะคะ
0	คุณมิ้วกลับไปหน้า
0	ใช่ค่ะ
0	ทำตามคลิปของคุณกิ๊วเลยค่ะ
0	อันนี้คุ๊แฮมเจออะคะ
0	ซึ่งไม่ทราบเคสคุณกิ๊วมาก่อน
0	เดี๋ยวมิ้วค์ส่งเป็นคลิปให้ค่ะ
0	ที่
0	อ่อ
0	อะเคคะ
0	ยังไงฝากแจ้งด้วยนะคะ
0	ชัวร์คะ
0	ได้ละครับ
0	ทำให้แล้วนะครับ
0	สอบถามค่ะ
0	ถึงแค่พี่บอย
0	กดจะส่งออกไม่ได้นะคะ
0	จริงด้วย
0	ใากดูให้หน่อยคะ
0	คุณดาคะ
0	แจ้งเซลได้เลยค่ะ
0	เปิดได้แล้วค่ะ
0	เคลียร์แคชก่อนใช้งานเรียบร้อยฮะ
0	ส่งเช็คให้นะคะ
0	ขอบคุณครับพี่ดาด้า
0	ตอนนี้น่าจะกดได้แล้วค่ะ
0	ขออภัยในความล่าช้าค่ะ
0	ทดลองอีกครั้งนะคะ
1	รบกวนตรวจเช็คระบบให้ด้วยนะครับ
0	ผูกใน
1	รบกวนตรวจเช็คระบบให้ด้วยนะครับ
0	ผูกเเล้วครับ
0	ตรวจสอบให้สักครู่ค่ะ
0	เช็คใน
0	ขึ้นเเล้วครับขอบคุณมากครับ
0	ตั้ง
0	ทำเปลี่ยนแปลงชื่อสินค้า
0	เคสเก่าคะ
0	เดี๋ยวปรับ
0	เคส
0	ได้เคสไหนฝากแจ้งหน่อยนะคะ
0	เช็คให้อยู่นะคะ
0	คุณดาคะ
0	สามารถค้นหาในchange
0	ทำไมยังพบเคสนี้เหรอคะ
0	ขอทราบเลข
0	มิ้วค์ไม่แน่ใจว่าเพิ่งออกเอกสาร
0	ที่ออกเอกสารวันที่
0	มันมีโอกาสที่จะเด้งบ้างไหมครับ
0	เพราะถ้าออกเอกสารก่อนการเปลี่ยนแปลง
0	ขอเลขที่quotationหน่อยคะ
0	รบกวนขอวันที่ออกเอกสารได้มั้ยคะ
0	เพราะมิ้วค์ลองกดมา
0	ถ้ากดออกเอกสารหลังจากที่มิ้วค์ปรับ
0	อันนี้มิ้วค์กดเมื่อกี้ค่ะ
0	@Dadah
0	ตัวที่เคยแจ้งใช่ไหมครับ
0	ใช่ครับพี่นิก
0	อัอ
0	ลองอีกทีนะคะ
0	เคลียร์แคชด้วยน้า
0	มีเลขบอร์ดไหมครับ
0	เป็นบอร์ดใหม่ครับ
0	Rsc
0	นิคต้องใช้เลขบอร์ดอ่ะครับ
0	ไม่งั้นนิคแอดเข้าระบบไม่ได้
0	นิค
0	พี่รบกวนสอบถามค่ะ
0	อันนี้พี่ไปแก้ไข
0	สีเหลือง
0	แบบพวกบอร์ด
0	เขากำหนดเป็นไฟล์อะไรมาเหรอครับพี่
0	AE
0	ต้องแจ้งก่อนว่า
0	diecut
0	เพราะไม่งั้นจะไม่มี
0	หมายถึง
0	ถ้าไม่โหลดโปรแกรมไม่ยอมออกให้ครับ
0	อ้อจำเป็นครับ
0	ในระบบ
0	เดี๋ยวนิคขอลองเข้าหน่อยได้ไหมครับ
0	ตอนนี้ไม่มีงานเข้ามาครับ
0	Drawing
0	สอบถามหน่อยครับ
0	จะมีแบ่งเป็น
0	เคสนี่พอจะมีแนวทางแก้ไหมครับ
0	ถ้าเพื่อใช้งานในตอนนี้คงต้องปรับตอนระบุข้อมูลไปก่อนค่ะ
0	แต่ถ้าระยะยาวคงต้องคุยกันก่อน
0	เพราะมันปรับเพื่อรองรับฟังก์ชั่นงานตัวใหม่
0	รบกวนสอบถามครับ
0	@Newsb
0	ซึ่งเรื่องนี้คงต้องนำกลับมาคุยกับทางโรงงาน
0	ลองดูครับ
0	ขอบคุณมากครับพี่เอ๋
1	นิ๊ก
0	สอบถามเรื่อง
0	drawing
0	ขอบคุณครับ
0	ใช่ครับไว้เป็น
0	เป็นพวก
0	ตามภาพแนบครับ
0	มีทางแก้ไขอย่างไรได้บ้างครับ
0	เพิ่มเติมอีก1รายการค่ะ
0	สอบถามเพิ่มเติมอันนี้คือ
0	Copy
0	แนบไฟล์กลับมาไม่ได้เหรอ
0	แนบไฟล์เป็น
0	หรือว่า
0	อ่าแล้วติดอะไรเอ่ย
0	ไฟล์แนบเป็นPDFค่ะ
0	งั้นลองส่งไฟล์มาได้ไหมครับ
0	ตรวจสอบให้สักครู่
0	@OoGotoO
0	7.84
0	แล้วเกิดจากอะไรได้บ้างเหรอครับ
0	หมายถึงที่ขึ้น
0	ช่ายย
0	จะลองตรวจสอบตอนนำไผแสดงที่ฟอร์มให้นะคะ
0	ได้ค่ะ
0	ส่งมาในเมล์
0	ขอ
0	อาจจะตรงฝั่ง
0	อันนี้ขอ
0	ต้องเช็คที่
0	ถ้าไม่ได้ขอใหม่จากในระบบ
0	@meechain
0	หมายถึงวินหรีอพี่?
0	ของพี่วินครับ
0	ของเคสพี่กำลังให้
0	manual
0	หรือว่าพี่จะต้องใช้เลย
0	คือต้องทำเอกสารใหม่นะ
0	ถ้าให้
0	ฮุ้ววว
0	คือเกิดจาก
0	คือ
0	อันนี้เริ่ม
0	แปปนะ
0	คือเขาไม่ต้องการนะ
0	เพราะ
0	มันก็ไม่มีอยู่แล้ว
0	ช่ายๆ
0	ก็ต้องทำเอกสารใหม่
0	ต้องขอ
0	ขอบคุณค้าบ
0	ขอ
0	นิคให้ส่งไปใหม่แล้วนะพี่แหม่ท
0	ยังเจอเหมือนเดิมเหรอครับ
1	งมาใหม่ก็ยังเป็นอยู่ค่ะ
0	ที่กล่องไม่มีค่า
0	ที่ตัวส่วนประกอบฮะ
0	คนละตัวกับเคสก่อนหน้านี้รึเปล่า
0	เพราะ
0	อันนี้คือถ้าเจออีก
0	ก็คือ
0	หรือว่าต้องปรับอะไรก่อนไหมครับ
0	เดี๋ยวปรับข้อมูลให้
0	อ้อ
0	เพราะจะได้ให้
0	เดี๋ยวให้
0	อ้อ
0	เลยเกิดเคสนี้
0	ขอบคุณครับ
0	เสร็จละครับ
0	ขอดีพอย
0	อันนี้ในฝั่ง
0	นิค
0	http://172.26.64.104:8088/PSML5/
0	เดี่ยวดาเทสให้คะ
0	ครับ
0	User
0	ครับผม
0	User
0	ที่บอกว่า
0	อันนี้คือพี่ตุล
0	กดได้แล้วนะคะ
0	ลองกดอีกทีครับ
0	ทำแล้วจ้า
0	@Monster
0	สอบถามค่ะ
0	มันๆม่ขึ้น
0	TCKP-1323-6207-001
0	ขอ
0	natchaut
0	หมายถึงไม่มีไฟล์เข้าไปให้หรอคะ
0	ช่าย
0	ขอตรวจสอบสักครู๋ค่ะ
0	มีการเปลี่ยนแปลงข้อมูลขึ้นค่ะ
0	ต้องส่งใหม่ใช่ไหมครับ
0	ตามหลักแล้วใช่ค่ะ
0	โอเคครับ
0	รบกวน
0	cancel
0	แปปนะครับ
0	ราคาขึ้นละครับ
0	กดไดเลย
0	@พิเชษฐ์
