Issue	IssueText
0	SUPPASIV
0	http://172.26.64.104:8088/PSM/resources/j_spring_security_logout
0	คุณดาจะทดสอบใช่มั้ยคะ
0	ใช้ 4 ก็ได้ งือๆ
0	ขออภัยด้วยค่ะ
0	มะเป็นไรค่า
0	ตัวเลขเลขคะ
0	อันนี้ใช่มั้ยคะ
0	ตัวแรกอะคะ
0	ทดสอบเลยคะ
0	โอเค เข้าใจแล้วค่ะ
0	คุณมิ้ว เอาไงต่อดีอะคะ
0	งั้นเดี๋ยวมิ้วดูให้นะคะ
0	ขอบคุณมากครับพี่ดา
0	ได้ครับพี่
0	ฟิวใส่สเปคให้ครบก่อนน้าา
0	เคสเดียวกะโอ๊ค
0	เฟินดูให้นะคะ ซักครู่ค่ะ
0	เคคะ
0	เรียบร้อยแล้วเดี๋ยวเฟินแจ้งนะคะ
0	อ๋อ เฉพาะเรื่อง send ค่ะคุณดา
0	อะเครคะ
0	เดี๋ยวเชคให้ค่ะ
0	ขึ้นคะ
0	เป็นไงบ้าง
0	โดนถามมาอีกแล้น
0	ทักกันเยอะเลยย
0	อ่อ ไปเจอบน item preview เหรอคะ
0	ได้ค่ะ เดี๋ยวเช็คเคสนี้ ให้ค่ะ
0	ซักครู่นะคะ
0	ได้ค่า
0	ขออภัยที่ล่าช้าค่ะ
0	เกิดจากไรเหรอคะ
0	ถ้าทราบสาเหตุแล้วจะแจ้งให้ทราบนะคะ
0	ขออภัยในความไม่สะดวกคะ
0	แจ้งกันมาอย่างต่อเนื่องงงง
0	กำลังดูให้ค่ะ
0	อ้อ โอเคครับ
0	Logic มีกำหนดอะไรไว้มั้ยครับ?
0	เข้าร่วม Presales_TCKK
0	เข้าร่วม Presales_TCPT
0	เข้าร่วม Presales_TCSB
0	เข้าร่วม Pre-sale Lv.4 Plus
0	เข้าร่วม Presales_TCCB_TCRY
0	เข้าร่วม TCRB
0	เข้าร่วม Preslaes_TCS
0	เข้าร่วม Presales_TCNK
0	เข้าร่วม Presales_TCKP
0	request อะไรอ่ะ
0	แปปนะ
0	คุณดา เฟิร์นส่งเมล์ให้แล้วนะคะ
0	เมื่อครู่นี้ค่ะ
0	me too
0	หืม
0	ตอนนี้เข้าได้รึยังอะคะ
0	ได้ล้าว
0	พี่ก็เข้าได้นะ เดี๋ยวลองตรวจสอบให้นะ เพราะว่าทางพี่ยังไม่ได้ทำอะไรเลยก็เข้าได้
0	ลองอีกครั้งครับ
0	พี่ก็เข้าได้
0	เมื่อกี้ นิคลองแล้ว
0	แต่ตอนพี่เฟิร์นบอก เข้าได้เฉยย
0	อาจจะจังหวะหน่วงเหรอเปล่า : /
0	ขอบคุณมากครับพี่นิก
0	ได้ละครับ
0	เป็น LP ปป
0	กำลังทยอยเช็คให้อยู่ค่ะ
0	แต่ request ยังวิ่งอยู่
0	ขอสรุปสักครู่นะคะ
0	จะแจ้งรายละเอียดให้ทราบค่ะ
0	ได้ค่ะ
0	คุณมิ้วค์ฝากแจ้งตามนี้นะคะ
0	มีความคืบหน้าจะแจ้งให้ทราบอีกที @Toon
0	สอบถามคะ เรื่อง Dimension อยู่ใน Lot 4 นี้แล้วใช่มั้ยคะ
0	ยังนะคะ เพราะมิ้วเพิ่งถามจ้อสรุปคุณดาเมื่อวานค่ะ
0	ขอบคุณครับผม
0	อันนี้คือรายการ lp ที่ตรวจสอบให้แล้วค่ะ
0	และมิ้วค์ว่าเราต้องป้องกันกรณีนี้ด้วยค่ะ
0	หรือให้ cancel requestไปเลยมั้ยคะ
0	ครับผม เดี๋ยวเข้าไป approve ดูครับ
0	555 เดี่ยวทยอยเพิ่มให้คะ
0	ขอบคุณค่ะ
0	ผลการทดสอบคะ
0	คุณดาคะ ตัวที่ไม่ผ่าน คุณดาเจอเคสยังไงคะ
0	รับทราบค่ะ เดี๋ยวเฟินลองเช็คละเอียดอีกทีว่าเป็นเคสไหน
0	รับทราบค่ะ งั้นจำ cancel request เลยนะคะ
0	กำลังตรวจสอบครับ
0	ติดนะคะ
0	ได้ละคะ
0	อ่อ
0	ตอนนี้ job ทำงานเสร็จแล้วค่ะ
0	ขอบคุนคร้าบ
0	อันนี้มิ้วค์ลองมันได้ปกติค่ะ
0	เดี๋ยวผมบอกพี่เจ๋งอีกทีครับ
0	presales มี LP มา ไม่รู้ตัวเก่าหรือเปล่าครับ
0	Drawing man
0	รายการของคุณตุลย์
0	ไม่ได้มีการ delegate งานใดๆ
0	คงต้องตรวจสอบกับทาง ผทข แล้วล่ะค่ะ
0	ตุลย์ลองเช็คกะaeนะ
0	เป็นของพี่เกี้ยครับ
0	แต่ว่าเมื่อวาน approve ไปเยอะแล้ว
0	ลองรีเฟรชหน้าใหม่ดูค่ะ
0	approve ได้แล้วครับ
0	มิ้วเข้าได้ปกตินะ
0	ลอง refesh ดูครับ
0	มาแล้วครับบ ขอบคุณครับ
0	หน่วงๆหน่อยนะครับ
0	อ่อ โอเคครับ
0	+1
0	(+)(1)
0	กำลังตรวจสอบครั
0	กำลังตรวจสอบครับ
0	ตอนนี้ใช้งานได้ตามปกติแล้วค่ะ
0	ขออภัยในความไม่สะดวกค่ะ
0	เกิดจากไรเหรอพี่มิลค์
0	ไม่อ่ะ ตอนนี้พยายามหาสาเหตุที่ทำให้มันค้างอยู่
0	ได้มั้ยครับบ
0	ลองอีกครั้งได้เลยครับ
0	เข้าได้ละครับ
0	ได้แล้วครับบ ขอบคุณครับ
0	ขอบคุณมากครับ
0	จะมอนิเตอร์ให้เป็นระยะนะ เพื่อหาสาเหตุที่แท้จริง
0	นิค พี่ปืนรบกวนแอด บอร์ด
0	ส่งงานตั้ง mc
0	Cancel
0	ถ้าพี่ มีการไปแก้ไขที่กระทบกับ spec แล้ว มีการขอ request ไว้
0	ระบบจะ cancel auto ครับ
0	คุณดาคะ Issue ที่คุณดาแจ้ง เรื่อง Dimension และ สีพิมพ์ นำขึ้นที่ Lot4 แล้วนะคะ
0	ok จร้า
0	พี่พิเชษฐ์ รบกวนพิจารณา
0	@พิเชษฐ์ จิตทอง
0	พี่มิลค์ๆ
0	Update request
0	Request_approver แล้ว
0	ใส่นะะ
0	ไม่ๆตอนแรกเป็น tckp,tckk dept ง่ะ
0	อ้อออ
0	เช็ดดด
0	เยอะมาก
0	555555
0	กำแล้ว
0	เทอทำไปกี่รายการ
0	เอ่อ ระวังเด้อ
0	Where Request_number like ‘ML%’ and plant in ( select id from plant where code in (‘tckk’,’tckp’))
0	ว้าว 2 โรงหรอ
0	เยส
0	มีกี่รายการ
0	10+
0	น้อย
0	ตกใจหมดเลย
0	555
0	อิอิ
0	ปรับเอา next_role_approve = null
0	เดี๋ยวงานก็เข้าแล้ว
0	หมายถึงว่า งานที่ delegate ไปอ่ะ จะเข้า
0	นิคไม่ได้เอาคอมมาาา
0	อยู่ workshop
0	อ่ะ
0	เดี๋ยวทำให้
0	เดะตอนบ่ายง่า
0	กราบ
0	อัพเดทให้แล้ว งานเข้าแล้วเด้อ
0	ขอบคุณค้าบบบ
0	อันนี้ delegate ไว้ไหนนะครับ
0	ใน UAT ใช่มะ
0	แปป
0	http://172.26.64.104:8088/PSML4
0	ใช้ลิ้งนี้
0	Recap นิคนิดนึง L4 มีเรื่อง
0	กับ delegate Multi-item ชิมิ
0	ในเมลล์
0	ของวันไหนง่ะ
0	ช่วงนี้ นิค achieve ราย week เลยอ่ะ
0	กราบ
0	เฉพาะlot4
0	TCRY , TCCB drawingman สินะ
0	ถ้า deploy ต้องให้ user ออกระบบก่อนไหมฮะ
0	หรือว่า ใช้งานได้ตามปกติแล้วค่อย clear cache เาอ
0	หมายถึง deploy ที่ไหน
0	Production
0	ก็ตามปกติ แจ้งเวลา deploy กับ user
0	อ่าเค
0	หลักๆ นิคจะดู delegate ก่อน เน้อออ
0	เพราะ user need
0	ช่วงนี้ โดนโทรถามให้ manual รายวันนน
0	อ่า แต่ควรทั้งหมดน่ะ
0	มีคำถาม
0	เพราะเวลานำขึ้นเรายกทั้งก้อน
0	delegate อันนี้จะไม่ได้ มี collapse Multi ช่ะ
0	แต่ผูกรวมกับ LP พวกนี้เลยใช่ไหม
0	ใช่
0	อ้อ
0	delegate
0	อันนี้ลองเล่น
0	tckk_dept delegate ให้ saranyaa
0	ตั้งแต่วันที่ 8/01/2019 - 8/01/2020
0	แต่ทำก่อนหน้า lot4 นะ
0	เทอค่ะ
0	หยังก้ะ
0	delegate มีผลตั้งแต่วันนี้
0	เทอต้องขอ request ใหม่ค่ะ
0	ไม่ๆ
0	อันนี้ลองเล่นใน lot4 นะ
0	มันไม่ทำย้อนหลังให้เธอ
0	สร้าง item ใหม่มาแล้ว
0	ML
0	แล้วก็ลอง เล่น send request ML77
0	ผ่าน tckk_dept
0	แต่ tckk_dept ไม่ส่งให้ ตามที่ delegate ไว้
0	เธอ delegate ก่อนหรือสร้าง request ก่อน
0	อะไรก่อนนะ
0	delegate ก่อนทิ้งไว้ตั้งแต่วันที่ 8/01/2019 นะ
0	หรือวา่ นิคต้องมากด delegate ใหม่อีกรอบ เพื่อให้ save ใน db
0	อ่ะเค
0	ได้แล้ววว
0	delegate มาแล้วฮะ
0	dimension กับ สีพิมพ์
0	ใช่ๆ เคสที่เจอคือกรอกเป็น special อะนิค
0	แต่เอกสารเก่าจะไม่ขึ้นแล้วนะ ถ้าจะให้ขึ้นต้องทำเอกสารใหม่
0	ลองแปป
0	เคสที่เจอคือ กรอก RSC ไม่มีหูจับ เลือก standard แล้วกรอก W' , L' มาชิมิ
0	อันนี้ลองละ โอเค พอเลือก standard ระบบ ล็อค แล้วลบค่าทิ้ง
0	เคส dimension ลองสร้าง save แล้วเข้าใหม่ / กดส่ง master card แล้วเข้าใหม่ dimension ขึ้นมาครบอยู่
0	แต่ถ้าอันเก่า
0	อันเก่าหมายถึงยังไง
0	ที่เคยสร้างแล้วใช่ปะ
0	ต้องลองเล่นใหม่ only ?
0	งั้นมีคำถามว่า
0	ถ้า deploy ไป dimesion ตัวเก่า
0	หรือต้อง gen ใหม่ บางตัวที่เจอไปก่อน
0	แต่ถ้าตัวใหม่ มาปกติแล้ว
0	คือที่คุยกันถ้าเป็นเคส special อะ จะเหมือน die cut ปะ
0	ถ้าเป็น rsc standard ก็จะแสดงรูปได้ปกติ
0	เฉพาะตัวใหม่หลังจาก deploy นะ
0	อ้อ dimension ใน Multi อันนั้นโอเคฮะ ไม่มีปัญหาอะไร
0	อันนี้ dimesion ที่ระบบ gen ให้
0	ที่ user แจ้งว่า drawing image ขึ้นไม่ครบ
0	อันนั้นมันมาจาก ML แล้ว Convert มาเป็น Item
0	อ้อ
0	ถ้าจะทดสอบตามที่ user เจอต้องทดสอบจาก ML แล้ว Convert ฒาเป็น Item ค่ะ
0	โอเค ลองเอา Multi-item มา gen เป็น item
0	ขึ้นแล้ว
0	งัน สีพิมพ์
0	dimension
0	delegate
0	ผ่านครับ
0	นิค งั้น lot4 ยังไง คอนเฟิมเลยหรือว่ารอคุยก่อน
0	@Dadah
0	เอาขึ้นเลยมิ
0	อันนี้คือไฟล์ที่ convert จาก ml ไป item ป่ะ
0	น่าจะใช่
0	ของ TCPB
0	นิคเทสให้แล้นน ถ้าไม่ติดขึ้นเลยยจ้่า
0	อ่ะเค
0	ได้แล้วนะ
0	ลองใหม่ครับพี่ยีน
0	กำลัง ทำ User ของโรงงาน Dyna group อยู่นะครับบ
0	นิค สรุปว่า lot4 confirm ขึ้นเลยรึเปล่าคะ
0	ขึ้นเลยครับ
0	ไม่กระทบเรื่องอื่นนะคะ:)))
0	จะทำการ deploy prod ในเวลา 22.00 - 22.30 น. นะคะ
0	รบกวนแจ้ง user ให้ทราบด้วยค่ะ
0	ขอบคุณค่ะ
0	ดำเนินการ deploy เสร็จเรียบร้อยแล้วค่ะ
0	natchaut
0	เดี๋ยวส่ง teamviewer มาให้ผมทีครับ
0	692 727 741
0	1g7kf2
0	แปปนะพี่
0	เน็ตช้าง่าาา
0	เน็ตที่พี่ปะ?
0	ช่าย
0	ลองทำใหม่เลยครับ
0	เสร้จละ
0	เคคค่ะ
0	ยัง*
0	มีในระบบน้าา
0	มันเคยมีสร้างแล้วนะ
0	TCS-29082-6202-005
0	แปลกก
0	@พิเชษฐ์ จิตทอง รบกวนพิจารณาสินค้าใหม่ ลูกค้าไทยอัมพ์ 6รายการนะคะ
0	มาแล้ว
0	ยังไม่มาค่ะ
0	@พิเชษฐ์ จิตทอง รบกวนด้วยนะคะ
0	k
0	จัดหัย
0	เบื้องต้น ใส่ข้อมูลไป 30 ตัวตามภาพครับ
0	พอให้พรีเซลคำนวน ตอนดึงไฟลกลับมา
0	เหลือ 20 ตัวตามภาพครับ
0	สวัสดีวันจันทร์คะ
0	อันนี้จะคำนวณทีละ 20 รึเปล่าคะ
0	ถ้าใส่จาก Excel ได้มากกว่าปะคะ
0	แต่เวลากดคำนวฯฝณ
0	ก็จะคำนวณครั้งละ 20 รายการอยู่ดีค่ะ
0	งั้นก็คือได้แค่ครั้งละ 20
0	น้องดิษขอไฟล์หน่อยไดมั้ยคะ
0	คุณดาคะ
0	เคสนี้ต้องรบกวนให้ขอใหม่ค่ะ
0	สาเหตุที่ Item มีการขอ Sample Box เองได้เพราะว่าเคยขอ DW ไว้เมื่อปีที่แล้ว
0	@Oak Vechasedtanond
0	และีไฟล์ตับแนบกลับมาในระบบ ทำให้เมื่อนำเรื่อง Sample Cut ขึ้นไป collapse ของ SB จึงเปิดให้ขอ Request ได้
0	แต่เนื่องจาก DW เป็นของปีที่แล้ว และไม่ได้มีการระบุห้องตัด ทำให้งาน SB ?ี่ห้องตัดควรจะเห็นจึงมองไม่เห็นค่ะ
0	ให้สร้าง itemใหม่เลย หรอครับพี่ดา
0	ทาง SS สามารถดำเนินการปรับข้อมูลให้ก่อนได้ หากเป็นงานด่วน
0	สร้างแค่ Request ปะคะ
0	อันนี้หมายถึงอะไรคะ
0	รบกวนคุณมิ้วส่งเข้าห้องตัดบางปูให้หน่อยได้มั้ยเอ่ยยย
0	โอเคขอบคุณคะ
0	เบื้องต้นเดี่ยวคุณมิ้วปรับให้เข้าห้องตัดบางปูให้ก่อน
0	หากดำเนินการเรียบร้อยแล้วจะแจ้งให้ทราบค่ะ
0	แต่อาจจะเจอเคสติดมาบ้างสำหรับงานตัวเก่าๆก่อนปรับฟังก์ชั่นการขอกล่องตัวอย่างอะคะ
0	ขอบคุณมากครับพี่ดา
0	หากดำเนินการเรียบร้อยแล้วจะแจ้งให้ทราบค่ะ
0	ตอนนี้ห้องตัดมองเห็นงานแล้วนะคะ
0	ขอบคุณคะ
0	เดี๋ยวมิ้วค์เช็คข้อมูลที่มีลักษณะนี้ให้
0	แล้วจะดำเนินการอัพเดทห้องตัดให้ค่ะ
0	น่าร๊ากกกที่ซู๊ดดด
0	เรียนสอบถาม
0	pdf. kaaa
0	pdf only na krub
0	ตัวเล็กเฉพาะช่องนี้ได้มั้ยเอ่ย
0	เดี๋ยวลองทดสอบให้นะคะ
0	ประมาณนี้พอจะได้มั้ยคะ
0	ok เลยคะ
0	งั้นอันนี้ hotfix ให้ก่อนนะคะ ละจะรวมไว้ที่ LOT5 อีกทีค่ะ
0	ใช่คะ
0	อันนี้ที่ลองทดสอบบน SS ค่ะ
0	เริ่ดคะ
0	จะลองทดสอบบน UAT ก่อนมั้ยคะ
0	ทางมิ้วค์จะได้ดำเนินการขึ้นให้ก่อน เพราะถ้ารอพร้อม Lot5 เกรงว่าอาจจะนานเกินไป
0	@۞ Z-Pathom™ ۞ ปะมาณนี้มั้ยคะ ตัวอักษรที่ลอนเล็กกว่านิดนุง
0	ได้ครับ พี่ดา แบบนี้โอเคเบยยยย
0	เคคะ เซลปลาบปลื้มมม
0	ขึ้นแล้นฝากแจ้งนะคะ
0	รับทราบค่ะ
0	เดี่ยวนำขึ้นละแต้งให้ทราบอีกครั้งนะคะ
0	ตอนนี้นำเรื่อง Quotation ขึ้นให้ที่ UAT Lot4 แล้วนะคะ
0	สามารถทดสอบได้แล้วค่ะ
0	อันนี้ ผูก ไว้เมลพี่ตั๊กมั้ยคะ
0	ส่งใหม่อีกรอบครับ
0	Hello from indo
0	เอ่อ
0	เคสนี้เพิ่งปรับไปเมื่อเช้า
0	ตอนนี้อยู่บน uat แล้วค่ะ
0	แก้แล้วครับนิคลืมตั้ง delegate ใหม่อีกรอบ
0	ถาวรเลยใช่ไหมครับ
0	ไม่ต้องให้นิค มา manual แล้ว
0	เยสสส
0	เคค่ะ
0	@Dadah ไฟล์อยู่ที่ pc ที่บ้านครับ เดี๋ยวเย็นนี้ส่งให้ครับผม
0	ปล พี่ดาครับ ตอนนี้ใช้เนทโรงงานทำ multi items LP
0	มันโหลดมานานแล้วฮะ ยังไม่เสร็จเลย
0	ไม่กล้ากด refresh ครับ
0	ขอไฟล์หน่อยคร๊าบบบ
1	มีปัญหา ผทข.แจ้งว่ายังไม่ได้ sent to mc แต่presale วางแผนปริ้นเอกสารได้
0	ขอเมล์พี่ดาหน่อยครับบบบ
0	dararaam@scg.com
0	ส่งแล้วครับบบ
0	ไฟล์ใหม่ครับบบ
0	ไฟล์ที่อีเมลล์นะคะ
0	รับทราบค่ะ
0	ขอเช็คก่อนนะ
0	รายการนี้ทางน้องปลาไม่ได้ครับ
0	ต้องใช้กล่องด่วนครับผม
0	น่าจะมาจากการลากลงมาเลยทำให้ G ++ ค่ะ
0	รบกวนแจ้ง User ให้ด้วยนะคะ
0	เช็คให้อยู่นะ
0	ตุลย์อันนี้เป็นrequest sample box เข้าใจว่าเซลน่าจะมีไฟล์ตัดในระบบแล้วเป่าคะ เลยไม่ผ่านน้องปลา
0	ตอนนี้เหมือนจะมี บอร์ด กับ ประเภท อ่ะค่ะ ที่จะตรวจสอบให้ว่ามีอยู่ในระบบรึเปล่า
0	ฝากดูให้อีกทีค้าบ
0	แต่ผมขอนอกรอบไปแล้วครับ
0	ใช้ใบ request pdf ส่งให้น้องขอก่อน
1	เซลว่าห้องตัดก็ไม่เห็น
0	อันนี้เขา submit แล้วนะคะ
0	ห้องตัดเหรอคะ
0	ห้องตัดsubmitไปแล้วววนิ
0	เมื่อวานบ่ายสาม
0	อ่า ขอบคุณครับ ผมไปเช็คพี่เม้งแล้ว ปรากฏว่าเค้าเคยตัดไว้ 6 ใบ อยู่หน้าห้องเค้า เค้าเลยกด submit
0	ตอนนี้ให้ตัดเพิ่มแล้วครับ กล่องเสร็จแล้ว ขอบคุณมากครับผม
0	แจ้งเพื่อทราบ
0	3249-337-00
0	เข้ามาในข้อมูล วางแผน มีปป.
0	กรณี ปป.ชื่อ เกรด ขนาด การพิมพ์ หรืออื่นๆ ต้องแนบ pm ด้วยนะครับ
0	ถ้างานไม่ผ่าน artwork ก่อนถึงวางแผน จะมีปัญหา ข้อมูลmc กับpm ไม่ตรงกันได้นะครับ
0	เพื่อทราบ
0	@สมศักดิ์ ศิริบรรพรต ค่ะ
0	เบื้องทาง AW แก้ไขชื่อสินค้าไปตั้งแต่ปป.ครั้งแรกแล้วค่ะ
0	PC 0510-200-00
0	น้องวิว จะทำอย่างไรให้ทางวางแผน ได้ข้อมูล
0	ต้องส่งใบเปลี่ยนแปลงอีกครั้งนะครับ
0	อย่าทำเปลี่ยนแปลง ซ้อนปป.นะ ถ้ารอบแรกจบแล้ว จะแก้ไขเพิ่มเติมต้องทำเข้ามาใหม่
0	เบื้องต้นวิวทำเอกสารปป.แล้วอีกครั้งค่ะ หากพี่ศักดิ์ ติดอะไร แจ้งได้เลยค่าา
0	ok น้องวิว อาจจะรอที่อาทร
0	พี่ทรแจ้งว่าใครส่งมาหลัง 10.00น. จะไปเป็นรอบ 15.00 น.
0	ข้อมูลถึงจะมาวางแผน
0	หรือหาช่องทางแจ้งพี่อาทรโดยตรง
0	ขอสอบถามทีม presales ค่ะ
0	ตัวนี้สร้างสักพักแล้วเป่าคะ
0	ยังไงนะคะ?
0	พอดีช่วงก่อนมี bug ทำให้งานเปลี่ยนแปลงไปเป็นตัวใหม่ แต่ตอนนี้แก้ไขเรียบร้อยแล้วคะะ
0	อ่ออ ขอบคุณค่าา
0	ขออภัยในความไม่สะดวกคะ
0	จะแก้ไขอะไร ถ้าอาจจะกระทบกับผู้ใช้งานแจ้งด้วยนะครับ
0	อย่างงี้ก็ต้อง flow เอกสารใหม่ทั้งหมดใช่ไหมคะ เหมือนรายการใหม่
0	หรือถ้าจะเปลี่ยนแปลงระบบ ให้ทดลองก่อน หรือระงับการใช้เป็นช่วงๆที่ในระหว่างแก้ไข
0	เพื่อความมั่นใจ รบกวน Flow ใหม่ดีกว่าคะ
0	นิคจ๋า ฝากดูให้หน่อยค่ะ
0	เอกสารอนุมัติราคา
0	ปลดได้มั้ยเหรอคะ
0	จะได้ PC เดิม ***
0	ยกตัวอย่างสิ่งที่จะเกิดหลังปลดกรณีนี้นะคะ
0	ว่าเกิดจากอะไรครับ
0	พึ่งดึงมาทำเปลี่ยนแปลง หลังเคลียร์แคชแล้วใช่มั้ยคะ
0	เข้าใจว่าก่อนแก้ Bug
0	อันนี้กดใหม่อีกรอบมั้ยคะ
0	สักครู่นะคะ เช็คก่อนคะ
0	ว่าเค้ากดเปลี่ยนหรือระบบtrick ให้คะ
0	ดีเลยครับพี่ดา
0	ทั้ง 2 ข้อเลยครับ
0	เอ่อ เช็คอะไรคะ
0	เพราะถ้าจากรูปที่ส่งมามี trick 2 ที่ คือ FG กับ แบบพิมพ์
0	ใช่จากรูปที่ส่งมามั้ยคะ
0	กรณีแบบนี้ ควรแก้ยังไงดีครับ
0	จะต้องคีย์ size ใหม่ทับรึป่าวครับ
0	ไงดี
0	ให้ trick without slit ก็ได้ค่ะ
0	เพราะเป็นที่ Slit ไม่ได้เป็นที่ id
0	ลองเช็คตรง request monitoring -> my task
0	ขอ drawing หผ ไม่ได้รับอยุ่แล้วนี่พี่ตุล
0	มันไปคนทำเลย
0	กล่องตัวอย่าง จะผ่านหัวข้อ drawing ด้วยครับผม
0	ขอไป 40 ใบครับ
0	@Dadah แก้ g คือแก้ยังไงครัช
0	คือเข้าใจว่าใช้ลากตากcellลงมา เลยมี G10 ไรงี้อะคะ
0	โอเคครับบบบ
0	ไม่แน่ใจว่า ที่ตอนแรกไม่ขึ้นเพราะdrawing ยังอยู่กระเป๋ากลางรึเป่าอะคะ
0	น่าจะได้แล้ว ขอบคุณครับ
0	แต่ว่าน่าจะวิ่งคนละสายกันไหมครัน
0	ขอตัวอย่าง ก็น่าจะวิ่งไป section เลยไหมเอ่ย
0	หมายถึง AE ขอตัวอย่าง ทาง AM ก็น่าจะได้รับเลยไหมครับ
0	เลยไม่แน่ใจกระเป๋ากลางคืออะไรเอ่ย เหมือน กระเป๋ากลาง artwork หรือเปล่าครับ
0	หมายถึง step ที่1 ตอนงานอยู่ที่drawing man อะคะ เลยมีกระเป๋ากลาง
0	อ่อ ครับ เข้าใจว่าถ้า drawing man ยังทำไม่เสร็จ พี่สาโรจน์จะยังไม่เห็น ผมเข้าใจถูกไหมครับผม
0	เข้าใจว่างั้นเหมียนกัน
0	อะเครค้าบบ
0	แต่ดูจากเวลาก็คิดว่าไม่น่า ตุลย์ให้เซลเคลียร์แคชดูหน่อยด้วยก็ดีคะ
0	ได้ครับผม
0	ลองเคลียร์แคชอีกครั้งคะ
0	เดิมโรงงานใครเป็นคนเซ็นต์ Approve สินค้าใหม่ให้ครับ
0	เกรดกระดาษ KT
0	อันนี้บน uat ป่ะค่ะ
0	ที่prodคะ
0	เซลแจ้งมา พุ่งนี้ค่อยเช็คก็ได้คะ:))
0	ส่งให้ก่อนเดี่ยวลืม
0	อ่อค่ะ
0	ให้ trick without slit ก็ได้ค่ะ
0	เพราะเป็นที่ Slit ไม่ได้เป็นที่ id
0	ฝากดูให้ต่อหน่อยนะคะ ขอบคุณคะ
0	quotation ที่สร้างจากmlด้วยนะคะ
0	อันเดียวกันค่ะ
0	คือทางมิ้วค์นำขึ้น UAT ให้ไปแล้ว ลองทดสอบดูก่อนก็ได้ค่ะ
0	เพราะมิ้วค์ก็ลืมแจ้งด้วย
0	อะเครคะ คุณมิ้วเอาขึ้นprodให้โหน่ยย
0	ได้ค่ะ สักครู่นะคะ
